city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Binghamton,Binghamton,42.1014,-75.9093,United States,US,USA,New York,,150564.0,1840000460
Topeka,Topeka,39.0346,-95.6955,United States,US,USA,Kansas,admin,150343.0,1840001621
Ramapo,Ramapo,41.1404,-74.1072,United States,US,USA,New York,,150225.0,1840058431
Escondido,Escondido,33.1348,-117.0723,United States,US,USA,California,,149913.0,1840020620
Joliet,Joliet,41.5188,-88.1499,United States,US,USA,Illinois,,149785.0,1840008192
Surprise,Surprise,33.6815,-112.4515,United States,US,USA,Arizona,,149519.0,1840021941
Naperville,Naperville,41.748,-88.1659,United States,US,USA,Illinois,,149424.0,1840008143
Pasadena,Pasadena,29.6575,-95.1498,United States,US,USA,Texas,,149345.0,1840020930
Mesquite,Mesquite,32.7602,-96.5865,United States,US,USA,Texas,,148848.0,1840020713
Champaign,Champaign,40.1142,-88.2737,United States,US,USA,Illinois,,148477.0,1840007239
Pomona,Pomona,34.0585,-117.7626,United States,US,USA,California,,148391.0,1840020507
Houma,Houma,29.58,-90.7059,United States,US,USA,Louisiana,,147841.0,1840015063
Athens,Athens,33.9508,-83.3689,United States,US,USA,Georgia,,147368.0,1840029463
St. George,St. George,37.0758,-113.5752,United States,US,USA,Utah,,147347.0,1840021559
Beaumont,Beaumont,30.0849,-94.1451,United States,US,USA,Texas,,146554.0,1840019612
Elkhart,Elkhart,41.6916,-85.9627,United States,US,USA,Indiana,,146511.0,1840008187
Lake Charles,Lake Charles,30.201,-93.2111,United States,US,USA,Louisiana,,145110.0,1840015039
Santa Maria,Santa Maria,34.9333,-120.4431,United States,US,USA,California,,144857.0,1840021830
Yuma,Yuma,32.5995,-114.5491,United States,US,USA,Arizona,,144509.0,1840021998
Olathe,Olathe,38.8833,-94.82,United States,US,USA,Kansas,,143720.0,1840003833
Midland,Midland,32.0243,-102.1147,United States,US,USA,Texas,,143714.0,1840020792
Greeley,Greeley,40.4152,-104.7706,United States,US,USA,Colorado,,143554.0,1840020149
Torrance,Torrance,33.8346,-118.3416,United States,US,USA,California,,143499.0,1840021873
Thornton,Thornton,39.9197,-104.9438,United States,US,USA,Colorado,,142878.0,1840021422
Las Cruces,Las Cruces,32.3265,-106.7893,United States,US,USA,New Mexico,,142432.0,1840020683
Columbia,Columbia,38.9472,-92.3268,United States,US,USA,Missouri,,141811.0,1840007391
Fullerton,Fullerton,33.8841,-117.9279,United States,US,USA,California,,141278.0,1840020576
Grand Junction,Grand Junction,39.0877,-108.5673,United States,US,USA,Colorado,,141008.0,1840020230
Metairie,Metairie,29.9977,-90.178,United States,US,USA,Louisiana,,138995.0,1840013994
Orange,Orange,33.8038,-117.8218,United States,US,USA,California,,138723.0,1840020582
Warren,Warren,42.4934,-83.027,United States,US,USA,Michigan,,138128.0,1840002418
West Valley City,West Valley City,40.6886,-112.0123,United States,US,USA,Utah,,137955.0,1840021389
Hampton,Hampton,37.0551,-76.363,United States,US,USA,Virginia,,137334.0,1840003866
Lakewood,Lakewood,40.0763,-74.2031,United States,US,USA,New Jersey,,136655.0,1840081607
Pasadena,Pasadena,34.1597,-118.139,United States,US,USA,California,,136462.0,1840020505
Miramar,Miramar,25.9773,-80.3351,United States,US,USA,Florida,,135986.0,1840015137
Elizabeth,Elizabeth,40.6658,-74.1913,United States,US,USA,New Jersey,,135887.0,1840003613
Stamford,Stamford,41.1039,-73.5585,United States,US,USA,Connecticut,,135806.0,1840004841
Racine,Racine,42.7274,-87.8135,United States,US,USA,Wisconsin,,135512.0,1840002493
Kent,Kent,47.3887,-122.2128,United States,US,USA,Washington,,135015.0,1840018424
Yakima,Yakima,46.5923,-120.5496,United States,US,USA,Washington,,134003.0,1840021154
Coral Springs,Coral Springs,26.2702,-80.2591,United States,US,USA,Florida,,133962.0,1840015134
Sterling Heights,Sterling Heights,42.5809,-83.0305,United States,US,USA,Michigan,,133473.0,1840003094
Billings,Billings,45.7891,-108.5526,United States,US,USA,Montana,,133173.0,1840018496
Bloomington,Bloomington,40.4757,-88.9703,United States,US,USA,Illinois,,133107.0,1840007207
Charleston,Charleston,38.3484,-81.6322,United States,US,USA,West Virginia,admin,133045.0,1840006196
Carrollton,Carrollton,32.989,-96.8999,United States,US,USA,Texas,,132741.0,1840019436
Tyler,Tyler,32.3184,-95.3062,United States,US,USA,Texas,,131037.0,1840022076
Amherst,Amherst,43.0117,-78.757,United States,US,USA,New York,,130209.0,1840057194
Iowa City,Iowa City,41.6559,-91.5303,United States,US,USA,Iowa,,129897.0,1840000532
Johnson City,Johnson City,36.3406,-82.3806,United States,US,USA,Tennessee,,129818.0,1840014462
Santa Clara,Santa Clara,37.3646,-121.968,United States,US,USA,California,,129239.0,1840021571
Bellingham,Bellingham,48.7548,-122.469,United States,US,USA,Washington,,128737.0,1840018346
Norman,Norman,35.2335,-97.3471,United States,US,USA,Oklahoma,,128714.0,1840020451
Coeur d'Alene,Coeur d'Alene,47.704,-116.7936,United States,US,USA,Idaho,,128680.0,1840018402
Fort Smith,Fort Smith,35.3495,-94.3695,United States,US,USA,Arkansas,,128384.0,1840013456
Lewisville,Lewisville,33.0454,-96.9815,United States,US,USA,Texas,,128313.0,1840020639
Dover,Dover,39.161,-75.5202,United States,US,USA,Delaware,admin,128045.0,1840005810
Yuba City,Yuba City,39.1357,-121.6383,United States,US,USA,California,,127854.0,1840021463
Lehigh Acres,Lehigh Acres,26.612,-81.6388,United States,US,USA,Florida,,127391.0,1840014220
Abilene,Abilene,32.4543,-99.7384,United States,US,USA,Texas,,127130.0,1840019476
Simi Valley,Simi Valley,34.2663,-118.749,United States,US,USA,California,,126503.0,1840021843
Pearland,Pearland,29.5581,-95.3218,United States,US,USA,Texas,,125983.0,1840020979
Kenosha,Kenosha,42.5865,-87.8773,United States,US,USA,Wisconsin,,125807.0,1840003160
Meridian,Meridian,43.6116,-116.3977,United States,US,USA,Idaho,,124865.0,1840020046
Round Rock,Round Rock,30.527,-97.6642,United States,US,USA,Texas,,124288.0,1840020879
Waldorf,Waldorf,38.6085,-76.9194,United States,US,USA,Maryland,,124186.0,1840006175
Temple,Temple,31.1068,-97.3891,United States,US,USA,Texas,,123932.0,1840022154
Lynchburg,Lynchburg,37.4003,-79.1909,United States,US,USA,Virginia,,123662.0,1840003855
Rochester,Rochester,44.0154,-92.478,United States,US,USA,Minnesota,,123252.0,1840008987
Logan,Logan,41.7399,-111.8422,United States,US,USA,Utah,,122915.0,1840020108
Arvada,Arvada,39.832,-105.151,United States,US,USA,Colorado,,122835.0,1840018788
Clovis,Clovis,36.8278,-119.683,United States,US,USA,California,,122719.0,1840018944
Independence,Independence,39.0871,-94.3501,United States,US,USA,Missouri,,121944.0,1840008534
Redding,Redding,40.5698,-122.365,United States,US,USA,California,,120849.0,1840020141
Greenville,Greenville,35.5943,-77.376,United States,US,USA,North Carolina,,120595.0,1840013407
Duluth,Duluth,46.7756,-92.1393,United States,US,USA,Minnesota,,120443.0,1840007685
Berkeley,Berkeley,37.8722,-122.276,United States,US,USA,California,,120223.0,1840018914
Boulder,Boulder,40.0248,-105.2524,United States,US,USA,Colorado,,120121.0,1840018774
Pueblo,Pueblo,38.2701,-104.6114,United States,US,USA,Colorado,,120020.0,1840020255
West Palm Beach,West Palm Beach,26.7469,-80.132,United States,US,USA,Florida,,119508.0,1840015993
Burlington,Burlington,44.4876,-73.2316,United States,US,USA,Vermont,,118409.0,1840002310
Seaside,Seaside,36.6224,-121.8199,United States,US,USA,California,,118398.0,1840021634
Richardson,Richardson,32.9716,-96.7093,United States,US,USA,Texas,,118269.0,1840020710
Cambridge,Cambridge,42.3759,-71.1185,United States,US,USA,Massachusetts,,117794.0,1840000429
Monroe,Monroe,32.5185,-92.0774,United States,US,USA,Louisiana,,117507.0,1840014881
North Charleston,North Charleston,32.9067,-80.0722,United States,US,USA,South Carolina,,117460.0,1840015164
Saginaw,Saginaw,43.4199,-83.9501,United States,US,USA,Michigan,,117412.0,1840002813
Clearwater,Clearwater,27.979,-82.7623,United States,US,USA,Florida,,117075.0,1840015110
The Woodlands,The Woodlands,30.1738,-95.5134,United States,US,USA,Texas,,116916.0,1840019585
Brandon,Brandon,27.9367,-82.3,United States,US,USA,Florida,,116365.0,1840014151
St. Cloud,St. Cloud,45.534,-94.1718,United States,US,USA,Minnesota,,116347.0,1840008881
West Jordan,West Jordan,40.6024,-112.0008,United States,US,USA,Utah,,116277.0,1840021388
Smithtown,Smithtown,40.8663,-73.2164,United States,US,USA,New York,,115988.0,1840058498
Broken Arrow,Broken Arrow,36.038,-95.7806,United States,US,USA,Oklahoma,,115919.0,1840019059
Harlingen,Harlingen,26.1916,-97.6977,United States,US,USA,Texas,,115767.0,1840021036
Kailua,Kailua,21.392,-157.7396,United States,US,USA,Hawaii,,115634.0,1840023244
Westminster,Westminster,39.8837,-105.0624,United States,US,USA,Colorado,,115546.0,1840021423
Gilroy,Gilroy,37.0046,-121.5854,United States,US,USA,California,,115448.0,1840020327
Richmond,Richmond,37.9477,-122.3389,United States,US,USA,California,,115396.0,1840020277
Mandeville,Mandeville,30.3751,-90.0904,United States,US,USA,Louisiana,,115292.0,1840015909
Utica,Utica,43.0962,-75.2261,United States,US,USA,New York,,114961.0,1840002746
League City,League City,29.4874,-95.1087,United States,US,USA,Texas,,114885.0,1840020973
Port Arthur,Port Arthur,29.8554,-93.9264,United States,US,USA,Texas,,114860.0,1840020919
Lowell,Lowell,42.6389,-71.3217,United States,US,USA,Massachusetts,,114799.0,1840000426
East Los Angeles,East Los Angeles,34.0326,-118.1691,United States,US,USA,California,,114617.0,1840019206
Carlsbad,Carlsbad,33.1246,-117.2834,United States,US,USA,California,,114500.0,1840019352
Elgin,Elgin,42.0383,-88.324,United States,US,USA,Illinois,,114106.0,1840008134
Waterloo,Waterloo,42.4918,-92.3522,United States,US,USA,Iowa,,113832.0,1840000440
Leominster,Leominster,42.5209,-71.7717,United States,US,USA,Massachusetts,,113462.0,1840000437
Bend,Bend,44.0563,-121.3095,United States,US,USA,Oregon,,113454.0,1840018618
Sioux City,Sioux City,42.4959,-96.3901,United States,US,USA,Iowa,,112823.0,1840000447
Gresham,Gresham,45.5021,-122.4413,United States,US,USA,Oregon,,112818.0,1840019939
Longview,Longview,32.5193,-94.7622,United States,US,USA,Texas,,112687.0,1840020746
Pompano Beach,Pompano Beach,26.2428,-80.1312,United States,US,USA,Florida,,112212.0,1840015143
Downey,Downey,33.9379,-118.1311,United States,US,USA,California,,111793.0,1840019245
Murrieta,Murrieta,33.5719,-117.1909,United States,US,USA,California,,111621.0,1840020553
Idaho Falls,Idaho Falls,43.4871,-112.0362,United States,US,USA,Idaho,,111295.0,1840018644
Miami Gardens,Miami Gardens,25.9433,-80.2426,United States,US,USA,Florida,,111264.0,1840015151
Everett,Everett,47.9525,-122.1669,United States,US,USA,Washington,,111083.0,1840019785
Holland,Holland,42.7677,-86.0984,United States,US,USA,Michigan,,110905.0,1840002996
Costa Mesa,Costa Mesa,33.6667,-117.9135,United States,US,USA,California,,110538.0,1840019326
Temecula,Temecula,33.4928,-117.1315,United States,US,USA,California,,110404.0,1840021937
Jacksonville,Jacksonville,34.7289,-77.3941,United States,US,USA,North Carolina,,109958.0,1840014653
San Buenaventura,San Buenaventura,34.2741,-119.2314,United States,US,USA,California,,109900.0,1840037414
Sugar Land,Sugar Land,29.5935,-95.6358,United States,US,USA,Texas,,109735.0,1840022217
Chico,Chico,39.7578,-121.8161,United States,US,USA,California,,109411.0,1840018778
South Fulton,South Fulton,33.6273,-84.58,United States,US,USA,Georgia,,109157.0,1840029465
Sparks,Sparks,39.5736,-119.7161,United States,US,USA,Nevada,,109106.0,1840021337
Eau Claire,Eau Claire,44.8197,-91.4948,United States,US,USA,Wisconsin,,108477.0,1840002296
Auburn,Auburn,32.6087,-85.4903,United States,US,USA,Alabama,,108327.0,1840013810
Dearborn,Dearborn,42.3127,-83.213,United States,US,USA,Michigan,,107846.0,1840003969
Riverview,Riverview,27.8227,-82.3023,United States,US,USA,Florida,,107776.0,1840014158
Allen,Allen,33.1088,-96.6735,United States,US,USA,Texas,,107684.0,1840019396
West Covina,West Covina,34.0555,-117.9113,United States,US,USA,California,,107436.0,1840021876
Centennial,Centennial,39.5926,-104.8673,United States,US,USA,Colorado,,107386.0,1840018792
Bloomington,Bloomington,39.1637,-86.5257,United States,US,USA,Indiana,,107262.0,1840007376
Sandy Springs,Sandy Springs,33.9366,-84.3703,United States,US,USA,Georgia,,107198.0,1840015609
El Monte,El Monte,34.0739,-118.0291,United States,US,USA,California,,107066.0,1840020480
Hillsboro,Hillsboro,45.5273,-122.936,United States,US,USA,Oregon,,107050.0,1840019932
Edison,Edison,40.536,-74.3697,United States,US,USA,New Jersey,,107027.0,1840081696
Menifee,Menifee,33.6909,-117.1849,United States,US,USA,California,,107020.0,1840022903
Rio Rancho,Rio Rancho,35.2873,-106.6982,United States,US,USA,New Mexico,,106533.0,1840020387
Davie,Davie,26.0789,-80.287,United States,US,USA,Florida,,106412.0,1840017272
Jurupa Valley,Jurupa Valley,34.001,-117.4706,United States,US,USA,California,,106244.0,1840043419
Columbia,Columbia,39.2004,-76.859,United States,US,USA,Maryland,,105871.0,1840005803
Inglewood,Inglewood,33.9566,-118.3444,United States,US,USA,California,,105575.0,1840019237
Spokane Valley,Spokane Valley,47.6626,-117.2346,United States,US,USA,Washington,,105460.0,1840021094
Renton,Renton,47.4784,-122.1918,United States,US,USA,Washington,,105279.0,1840019827
San Tan Valley,San Tan Valley,33.1786,-111.5629,United States,US,USA,Arizona,,105231.0,1840027990
Burbank,Burbank,34.1879,-118.3235,United States,US,USA,California,,105165.0,1840019233
Brockton,Brockton,42.0821,-71.0242,United States,US,USA,Massachusetts,,105080.0,1840000467
El Cajon,El Cajon,32.8017,-116.9604,United States,US,USA,California,,104909.0,1840020618
Rialto,Rialto,34.1175,-117.3892,United States,US,USA,California,,103866.0,1840020407
San Mateo,San Mateo,37.5522,-122.3121,United States,US,USA,California,,103555.0,1840021551
Woodbridge,Woodbridge,40.5611,-74.2943,United States,US,USA,New Jersey,,103428.0,1840081695
Goodyear,Goodyear,33.2614,-112.3622,United States,US,USA,Arizona,,102891.0,1840020564
Charlottesville,Charlottesville,38.0375,-78.4855,United States,US,USA,Virginia,,102802.0,1840001678
Lafayette,Lafayette,39.9946,-105.0998,United States,US,USA,Colorado,,102615.0,1840020180
Lee's Summit,Lee's Summit,38.9171,-94.3816,United States,US,USA,Missouri,,102583.0,1840032155
Edinburg,Edinburg,26.3196,-98.1597,United States,US,USA,Texas,,102561.0,1840021020
Daly City,Daly City,37.6862,-122.4685,United States,US,USA,California,,102560.0,1840018926
Wichita Falls,Wichita Falls,33.9072,-98.5291,United States,US,USA,Texas,,102558.0,1840021923
Bowling Green,Bowling Green,36.9716,-86.4378,United States,US,USA,Kentucky,,102247.0,1840013265
Longmont,Longmont,40.1686,-105.1005,United States,US,USA,Colorado,,102183.0,1840020178
Vacaville,Vacaville,38.3587,-121.9673,United States,US,USA,California,,102085.0,1840021498
Highlands Ranch,Highlands Ranch,39.5419,-104.9708,United States,US,USA,Colorado,,101437.0,1840028579
Quincy,Quincy,42.2506,-71.0187,United States,US,USA,Massachusetts,,101361.0,1840000461
Fishers,Fishers,39.9588,-85.9659,United States,US,USA,Indiana,,100918.0,1840010496
Lynn,Lynn,42.4781,-70.9664,United States,US,USA,Massachusetts,,100905.0,1840000409
Norwalk,Norwalk,33.9069,-118.0829,United States,US,USA,California,,100713.0,1840020501
Carmel,Carmel,39.965,-86.146,United States,US,USA,Indiana,,100501.0,1840007260
Hesperia,Hesperia,34.3975,-117.3147,United States,US,USA,California,,100141.0,1840020404
St. Augustine,St. Augustine,29.8976,-81.31,United States,US,USA,Florida,,99936.0,1840015935
Buckeye,Buckeye,33.4314,-112.6429,United States,US,USA,Arizona,,99844.0,1840021939
San Angelo,San Angelo,31.4424,-100.4504,United States,US,USA,Texas,,99507.0,1840022146
Federal Way,Federal Way,47.3091,-122.3358,United States,US,USA,Washington,,99232.0,1840019826
Bismarck,Bismarck,46.8143,-100.7694,United States,US,USA,North Dakota,admin,99060.0,1840001926
Boca Raton,Boca Raton,26.3752,-80.108,United States,US,USA,Florida,,98833.0,1840014207
New Braunfels,New Braunfels,29.6994,-98.1148,United States,US,USA,Texas,,98700.0,1840021341
Vista,Vista,33.1896,-117.2386,United States,US,USA,California,,98646.0,1840021994
Beaverton,Beaverton,45.4779,-122.8168,United States,US,USA,Oregon,,97502.0,1840018556
Portsmouth,Portsmouth,36.8468,-76.354,United States,US,USA,Virginia,,97299.0,1840003872
Orem,Orem,40.2981,-111.6994,United States,US,USA,Utah,,97048.0,1840020171
Toms River,Toms River,39.9895,-74.1654,United States,US,USA,New Jersey,,97034.0,1840081605
Conroe,Conroe,30.3238,-95.4824,United States,US,USA,Texas,,96976.0,1840019586
Suffolk,Suffolk,36.6953,-76.6398,United States,US,USA,Virginia,,96638.0,1840003873
Sunrise,Sunrise,26.1547,-80.2997,United States,US,USA,Florida,,96633.0,1840016000
Lawrence,Lawrence,38.9597,-95.2642,United States,US,USA,Kansas,,96380.0,1840001632
Arden-Arcade,Arden-Arcade,38.6017,-121.3845,United States,US,USA,California,,96319.0,1840036690
Prescott Valley,Prescott Valley,34.598,-112.3185,United States,US,USA,Arizona,,96190.0,1840021772
Middletown,Middletown,39.5033,-84.3659,United States,US,USA,Ohio,,95894.0,1840003804
Greece,Greece,43.246,-77.6988,United States,US,USA,New York,,95841.0,1840058136
Edmond,Edmond,35.6689,-97.416,United States,US,USA,Oklahoma,,95618.0,1840020423
Tracy,Tracy,37.7269,-121.4523,United States,US,USA,California,,95358.0,1840021518
Manteca,Manteca,37.7927,-121.2264,United States,US,USA,California,,95347.0,1840020265
Kingsport,Kingsport,36.5224,-82.5454,United States,US,USA,Tennessee,,95059.0,1840014425
Portsmouth,Portsmouth,43.058,-70.7826,United States,US,USA,New Hampshire,,94815.0,1840002932
Sandy,Sandy,40.5709,-111.8506,United States,US,USA,Utah,,94723.0,1840037422
Palm Coast,Palm Coast,29.5389,-81.2457,United States,US,USA,Florida,,94362.0,1840015064
Slidell,Slidell,30.2887,-89.7828,United States,US,USA,Louisiana,,94220.0,1840015911
San Marcos,San Marcos,33.135,-117.1743,United States,US,USA,California,,94078.0,1840021991
Livonia,Livonia,42.3972,-83.3733,United States,US,USA,Michigan,,94058.0,1840003985
Santa Fe,Santa Fe,35.6619,-105.9819,United States,US,USA,New Mexico,admin,94032.0,1840021707
Plantation,Plantation,26.1259,-80.2617,United States,US,USA,Florida,,94002.0,1840015142
Greenburgh,Greenburgh,41.033,-73.8412,United States,US,USA,New York,,93961.0,1840087485
Atascocita,Atascocita,29.9777,-95.1953,United States,US,USA,Texas,,93926.0,1840018251
Fall River,Fall River,41.7136,-71.1015,United States,US,USA,Massachusetts,,93764.0,1840000497
